open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1667574000000,6.95000000,6.97000000,6.89000000,6.90000000,211242.57000000,1667574899999,1464934.03820000,2269,74330.34000000,515655.44070000,0
1667574900000,6.91000000,6.93000000,6.86000000,6.87000000,173469.73000000,1667575799999,1195895.56090000,1738,65976.21000000,455231.84820000,0
1667575800000,6.87000000,6.89000000,6.79000000,6.79000000,128108.55000000,1667576699999,876564.88800000,1625,51068.31000000,350146.44770000,0
1667576700000,6.79000000,6.82000000,6.74000000,6.75000000,106624.09000000,1667577599999,723297.58610000,1543,40770.38000000,276765.30980000,0
1667577600000,6.75000000,6.80000000,6.72000000,6.80000000,184912.25000000,1667578499999,1250228.58210000,2241,94161.41000000,637319.48740000,0
1667578500000,6.79000000,6.82000000,6.77000000,6.80000000,74327.67000000,1667579399999,505337.42670000,745,37213.15000000,253107.08930000,0
1667579400000,6.80000000,6.82000000,6.76000000,6.80000000,69273.59000000,1667580299999,470402.14150000,588,31848.30000000,216325.50890000,0
1667580300000,6.80000000,6.81000000,6.77000000,6.80000000,38562.01000000,1667581199999,261961.35930000,370,27378.04000000,186022.06200000,0
1667581200000,6.81000000,6.81000000,6.77000000,6.80000000,62063.30000000,1667582099999,421449.01560000,509,25719.61000000,174727.92710000,0
1667582100000,6.79000000,6.81000000,6.77000000,6.78000000,33510.23000000,1667582999999,227606.28060000,363,11810.08000000,80232.32260000,0
1667583000000,6.78000000,6.81000000,6.77000000,6.80000000,39671.86000000,1667583899999,269257.98530000,333,26705.09000000,181287.86590000,0
1667583900000,6.80000000,6.81000000,6.79000000,6.80000000,28554.65000000,1667584799999,194262.44410000,271,16733.17000000,113876.47140000,0
1667584800000,6.80000000,6.82000000,6.78000000,6.81000000,74514.32000000,1667585699999,506834.69610000,501,46047.30000000,313285.49890000,0
1667585700000,6.82000000,6.92000000,6.81000000,6.92000000,348691.76000000,1667586599999,2395438.95130000,2591,250561.97000000,1721505.05600000,0
1667586600000,6.92000000,7.01000000,6.91000000,7.00000000,187577.65000000,1667587499999,1306826.75970000,3837,117373.22000000,818012.84380000,0
1667587500000,6.99000000,7.00000000,6.92000000,6.93000000,71364.34000000,1667588399999,496525.63250000,1328,27565.34000000,191851.94610000,0
1667588400000,6.93000000,6.97000000,6.92000000,6.96000000,48803.74000000,1667589299999,339034.19250000,704,32453.34000000,225454.65730000,0
1667589300000,6.95000000,6.96000000,6.91000000,6.94000000,64146.86000000,1667590199999,444514.91900000,703,25272.20000000,175233.75970000,0
1667590200000,6.93000000,7.00000000,6.93000000,6.99000000,110556.51000000,1667591099999,769060.16130000,696,80467.52000000,560027.75040000,0
1667591100000,6.99000000,7.00000000,6.96000000,6.99000000,59842.25000000,1667591999999,417751.80420000,558,27535.99000000,192250.30670000,0
1667592000000,6.99000000,7.00000000,6.97000000,6.98000000,46353.73000000,1667592899999,323561.22760000,426,17227.21000000,120285.26630000,0
1667592900000,6.98000000,7.01000000,6.97000000,6.98000000,54296.95000000,1667593799999,379718.70860000,684,29581.41000000,206918.38170000,0
1667593800000,6.98000000,6.98000000,6.95000000,6.97000000,58156.02000000,1667594699999,405223.89570000,474,18829.87000000,131294.15100000,0
1667594700000,6.97000000,7.00000000,6.97000000,6.99000000,31569.15000000,1667595599999,220480.40110000,274,22057.17000000,154080.48130000,0
1667595600000,6.99000000,7.00000000,6.96000000,6.97000000,66029.11000000,1667596499999,460847.81240000,488,42434.87000000,296152.86510000,0
1667596500000,6.97000000,6.98000000,6.96000000,6.97000000,25957.29000000,1667597399999,180896.85660000,356,9370.42000000,65333.00430000,0
1667597400000,6.97000000,6.98000000,6.96000000,6.98000000,16840.36000000,1667598299999,117428.34950000,180,10654.27000000,74344.52380000,0
1667598300000,6.97000000,7.00000000,6.97000000,6.99000000,25204.86000000,1667599199999,176109.97590000,321,14376.90000000,100510.05190000,0
1667599200000,6.99000000,7.00000000,6.95000000,6.98000000,71816.53000000,1667600099999,500578.86240000,625,23609.25000000,164732.01250000,0
1667600100000,6.98000000,7.00000000,6.96000000,6.96000000,47889.85000000,1667600999999,334113.55290000,458,22950.19000000,160170.74690000,0
1667601000000,6.96000000,7.03000000,6.96000000,7.02000000,116125.53000000,1667601899999,813112.17020000,1247,67547.47000000,472784.78150000,0
1667601900000,7.03000000,7.10000000,7.01000000,7.07000000,240801.81000000,1667602799999,1699478.70940000,3384,159972.53000000,1128495.20120000,0
1667602800000,7.07000000,7.10000000,7.03000000,7.04000000,81405.87000000,1667603699999,575298.93560000,1127,30496.49000000,215729.10120000,0
1667603700000,7.03000000,7.10000000,7.03000000,7.09000000,187319.81000000,1667604599999,1323968.04330000,1031,148261.94000000,1048100.42960000,0
1667604600000,7.09000000,7.10000000,7.06000000,7.07000000,80043.72000000,1667605499999,566667.72800000,800,23699.38000000,167781.52560000,0
1667605500000,7.07000000,7.10000000,7.05000000,7.05000000,90710.12000000,1667606399999,641685.39410000,721,28618.68000000,202520.27540000,0
1667606400000,7.06000000,7.11000000,7.01000000,7.03000000,152116.22000000,1667607299999,1073553.98950000,1578,83147.49000000,587392.60810000,0
1667607300000,7.03000000,7.14000000,7.03000000,7.12000000,123117.19000000,1667608199999,871614.38830000,1749,58003.79000000,410702.32630000,0
1667608200000,7.13000000,7.16000000,7.08000000,7.11000000,274190.95000000,1667609099999,1951040.59310000,3477,138248.58000000,984288.08810000,0
1667609100000,7.11000000,7.18000000,7.09000000,7.16000000,176425.42000000,1667609999999,1258038.93310000,1866,89066.73000000,635203.05680000,0
1667610000000,7.15000000,7.20000000,7.14000000,7.20000000,199064.49000000,1667610899999,1426703.84590000,1722,99240.45000000,711377.08670000,0
1667610900000,7.20000000,7.24000000,7.19000000,7.20000000,272143.90000000,1667611799999,1963884.45520000,4006,153811.10000000,1110295.63020000,0
1667611800000,7.20000000,7.21000000,7.14000000,7.15000000,117006.06000000,1667612699999,839018.98760000,1361,53530.57000000,383914.86260000,0
1667612700000,7.15000000,7.15000000,7.11000000,7.13000000,143056.90000000,1667613599999,1019652.68590000,1217,58226.48000000,415090.00920000,0
1667613600000,7.13000000,7.17000000,7.10000000,7.15000000,119856.52000000,1667614499999,855414.57960000,1151,73662.20000000,525674.50830000,0
1667614500000,7.16000000,7.17000000,7.14000000,7.16000000,61498.64000000,1667615399999,440239.86010000,548,36015.67000000,257915.38130000,0
1667615400000,7.16000000,7.18000000,7.10000000,7.12000000,135866.39000000,1667616299999,969380.20130000,978,47680.40000000,340464.02790000,0
1667616300000,7.12000000,7.13000000,7.06000000,7.07000000,137254.12000000,1667617199999,972923.12220000,1180,28952.78000000,205449.95090000,0
1667617200000,7.07000000,7.10000000,7.05000000,7.09000000,127442.66000000,1667618099999,901639.62750000,1060,52376.72000000,370672.73700000,0
1667618100000,7.09000000,7.10000000,7.03000000,7.04000000,85595.73000000,1667618999999,605263.08170000,1232,38828.41000000,274776.19790000,0
1667619000000,7.05000000,7.07000000,7.03000000,7.04000000,94069.95000000,1667619899999,663469.76440000,1092,39563.49000000,279107.71610000,0
1667619900000,7.05000000,7.08000000,7.04000000,7.08000000,81474.70000000,1667620799999,575473.59860000,574,47080.96000000,332572.92280000,0
1667620800000,7.07000000,7.08000000,7.05000000,7.07000000,55524.55000000,1667621699999,391970.79310000,486,24879.72000000,175740.67960000,0
1667621700000,7.07000000,7.10000000,7.06000000,7.09000000,49866.02000000,1667622599999,353133.60000000,474,28846.36000000,204292.85850000,0
1667622600000,7.09000000,7.10000000,7.07000000,7.09000000,55455.08000000,1667623499999,392846.56240000,357,27265.79000000,193194.56400000,0
1667623500000,7.10000000,7.10000000,7.02000000,7.02000000,113819.50000000,1667624399999,803926.26540000,918,40598.56000000,286687.42490000,0
1667624400000,7.02000000,7.06000000,7.02000000,7.05000000,94870.78000000,1667625299999,668658.34820000,610,54285.14000000,382593.88460000,0
1667625300000,7.05000000,7.08000000,7.04000000,7.07000000,40501.32000000,1667626199999,285854.45020000,403,21840.88000000,154203.71610000,0
1667626200000,7.06000000,7.09000000,7.06000000,7.08000000,26977.99000000,1667627099999,190932.45120000,239,16803.28000000,118954.86960000,0
1667627100000,7.08000000,7.10000000,7.06000000,7.07000000,28381.08000000,1667627999999,200763.20010000,355,12388.56000000,87613.70940000,0
1667628000000,7.07000000,7.10000000,7.06000000,7.08000000,41118.61000000,1667628899999,290962.47100000,482,21267.31000000,150509.90740000,0
1667628900000,7.08000000,7.09000000,7.06000000,7.07000000,38043.32000000,1667629799999,269042.87650000,391,16808.00000000,118891.45400000,0
1667629800000,7.08000000,7.09000000,7.05000000,7.07000000,59523.49000000,1667630699999,420641.62800000,420,12750.88000000,90155.92300000,0
1667630700000,7.07000000,7.09000000,7.07000000,7.09000000,19568.60000000,1667631599999,138495.50370000,241,10800.47000000,76482.19120000,0
1667631600000,7.09000000,7.09000000,7.06000000,7.07000000,31075.31000000,1667632499999,219779.73280000,378,7824.52000000,55367.38170000,0
1667632500000,7.06000000,7.09000000,7.06000000,7.06000000,25310.49000000,1667633399999,178989.02240000,324,15846.72000000,112068.35810000,0
1667633400000,7.07000000,7.08000000,7.05000000,7.06000000,38057.96000000,1667634299999,268784.55700000,352,18068.45000000,127642.36770000,0
1667634300000,7.07000000,7.07000000,7.05000000,7.06000000,44498.17000000,1667635199999,314188.24620000,348,14039.63000000,99167.30760000,0
1667635200000,7.06000000,7.07000000,6.98000000,7.00000000,153429.52000000,1667636099999,1076150.50340000,1646,45597.46000000,319560.75010000,0
1667636100000,7.00000000,7.03000000,6.96000000,6.98000000,108820.54000000,1667636999999,760320.09360000,1354,49024.57000000,342570.73220000,0
1667637000000,6.99000000,7.01000000,6.97000000,6.98000000,59830.58000000,1667637899999,418394.90230000,484,34977.74000000,244627.68600000,0
1667637900000,6.98000000,7.03000000,6.97000000,7.01000000,91430.12000000,1667638799999,639907.29030000,670,49167.88000000,344104.50810000,0
1667638800000,7.01000000,7.05000000,7.00000000,7.05000000,50390.29000000,1667639699999,353905.82160000,465,32903.81000000,231174.95670000,0
1667639700000,7.04000000,7.05000000,6.99000000,6.99000000,75237.47000000,1667640599999,527694.15120000,614,27290.10000000,191462.74180000,0
1667640600000,6.99000000,7.01000000,6.96000000,6.97000000,92768.62000000,1667641499999,647520.15310000,747,27645.86000000,193193.40650000,0
1667641500000,6.97000000,7.00000000,6.96000000,6.99000000,48797.10000000,1667642399999,340685.24990000,473,24837.31000000,173447.63730000,0
1667642400000,7.00000000,7.03000000,6.99000000,7.02000000,48124.39000000,1667643299999,337422.42410000,423,32460.65000000,227563.95700000,0
1667643300000,7.02000000,7.03000000,7.00000000,7.00000000,93985.05000000,1667644199999,658871.42530000,518,32408.50000000,227211.63180000,0
1667644200000,7.00000000,7.03000000,7.00000000,7.03000000,40984.57000000,1667645099999,287569.54170000,326,23154.78000000,162449.56930000,0
1667645100000,7.02000000,7.03000000,7.00000000,7.03000000,47085.04000000,1667645999999,330346.15360000,353,24271.01000000,170313.12680000,0
1667646000000,7.03000000,7.08000000,7.02000000,7.05000000,66674.67000000,1667646899999,470201.66730000,803,33278.71000000,234770.86760000,0
1667646900000,7.05000000,7.08000000,7.05000000,7.06000000,94524.07000000,1667647799999,666908.22550000,673,33962.95000000,239733.63490000,0
1667647800000,7.06000000,7.09000000,7.04000000,7.07000000,71867.60000000,1667648699999,507620.52040000,675,40583.69000000,286650.42400000,0
1667648700000,7.06000000,7.10000000,7.05000000,7.07000000,129920.10000000,1667649599999,918323.66990000,855,73266.01000000,517958.99340000,0
1667649600000,7.07000000,7.08000000,7.03000000,7.04000000,51401.28000000,1667650499999,362328.10490000,592,19751.47000000,139246.96890000,0
1667650500000,7.04000000,7.06000000,7.02000000,7.05000000,48711.26000000,1667651399999,342861.95890000,587,21529.94000000,151596.20650000,0
1667651400000,7.04000000,7.06000000,7.03000000,7.05000000,66731.05000000,1667652299999,470063.84890000,545,23635.05000000,166509.12720000,0
1667652300000,7.05000000,7.06000000,7.01000000,7.01000000,47504.02000000,1667653199999,334041.60440000,401,11062.89000000,77873.74190000,0
1667653200000,7.02000000,7.04000000,7.02000000,7.03000000,36830.49000000,1667654099999,258849.30280000,286,26061.74000000,183195.28530000,0
1667654100000,7.03000000,7.04000000,6.99000000,6.99000000,77000.04000000,1667654999999,539654.72680000,624,25382.89000000,177923.41120000,0
1667655000000,6.99000000,7.03000000,6.98000000,7.00000000,62452.48000000,1667655899999,437669.54610000,404,29667.74000000,207867.53830000,0
1667655900000,7.00000000,7.02000000,7.00000000,7.00000000,34955.75000000,1667656799999,245089.89490000,245,9935.93000000,69712.24730000,0
1667656800000,7.01000000,7.05000000,7.00000000,7.04000000,74724.13000000,1667657699999,525334.70010000,544,43813.53000000,307966.95790000,0
1667657700000,7.03000000,7.05000000,7.01000000,7.02000000,40249.05000000,1667658599999,283007.50840000,373,21753.48000000,152969.14170000,0
1667658600000,7.03000000,7.03000000,6.98000000,6.98000000,45702.65000000,1667659499999,320012.76570000,454,22161.77000000,155261.60090000,0
1667659500000,6.98000000,7.03000000,6.97000000,7.02000000,49962.71000000,1667660399999,349761.23980000,494,32936.90000000,230601.89340000,0
1667660400000,7.02000000,7.03000000,7.01000000,7.02000000,34742.43000000,1667661299999,243962.10570000,315,22846.85000000,160461.72640000,0
1667661300000,7.02000000,7.09000000,7.01000000,7.07000000,98136.35000000,1667662199999,692002.67280000,974,54054.13000000,381132.69600000,0
1667662200000,7.07000000,7.14000000,7.06000000,7.14000000,175106.98000000,1667663099999,1244562.20560000,1649,102799.44000000,730665.56240000,0
1667663100000,7.14000000,7.14000000,7.10000000,7.12000000,82249.35000000,1667663999999,585154.39590000,759,33318.54000000,237158.08720000,0
1667664000000,7.11000000,7.16000000,7.11000000,7.15000000,123317.30000000,1667664899999,880400.61910000,1123,58748.88000000,419287.20030000,0
1667664900000,7.15000000,7.24000000,7.14000000,7.23000000,264905.06000000,1667665799999,1904770.57250000,2534,160213.40000000,1152503.06500000,0
1667665800000,7.23000000,7.25000000,7.17000000,7.18000000,152157.04000000,1667666699999,1097757.57490000,1887,74576.71000000,538334.29180000,0
1667666700000,7.18000000,7.18000000,7.15000000,7.17000000,86510.79000000,1667667599999,619898.58670000,940,48234.13000000,345764.89330000,0
1667667600000,7.18000000,7.18000000,7.12000000,7.14000000,71785.07000000,1667668499999,512641.74860000,874,30894.66000000,220722.75710000,0
1667668500000,7.14000000,7.16000000,7.13000000,7.13000000,56085.66000000,1667669399999,400739.19470000,594,22820.40000000,163113.63820000,0
1667669400000,7.13000000,7.15000000,7.12000000,7.13000000,34667.05000000,1667670299999,247454.19040000,377,26526.00000000,189361.17950000,0
1667670300000,7.14000000,7.15000000,7.13000000,7.14000000,56751.53000000,1667671199999,405215.69800000,369,29646.97000000,211711.88590000,0
1667671200000,7.13000000,7.15000000,7.10000000,7.13000000,65992.73000000,1667672099999,470563.69760000,762,31505.43000000,224741.81290000,0
1667672100000,7.13000000,7.13000000,7.07000000,7.08000000,103629.72000000,1667672999999,735035.06260000,988,18523.30000000,131345.28790000,0
1667673000000,7.08000000,7.10000000,7.07000000,7.08000000,65575.80000000,1667673899999,464678.57650000,425,32175.39000000,228077.34560000,0
1667673900000,7.09000000,7.09000000,7.04000000,7.07000000,74143.88000000,1667674799999,523682.61180000,946,33656.56000000,237707.55780000,0
1667674800000,7.07000000,7.10000000,7.06000000,7.09000000,36446.87000000,1667675699999,257925.84370000,491,25837.95000000,182862.68420000,0
1667675700000,7.09000000,7.11000000,7.07000000,7.11000000,29682.52000000,1667676599999,210305.61660000,384,19421.27000000,137589.93920000,0
1667676600000,7.11000000,7.13000000,7.09000000,7.11000000,51727.30000000,1667677499999,367563.65960000,527,31577.00000000,224418.43900000,0
1667677500000,7.11000000,7.14000000,7.08000000,7.13000000,63369.01000000,1667678399999,450762.98400000,532,31762.13000000,226044.72900000,0
1667678400000,7.14000000,7.14000000,7.11000000,7.11000000,44020.26000000,1667679299999,313357.83330000,353,11823.09000000,84180.21990000,0
1667679300000,7.12000000,7.13000000,7.10000000,7.11000000,21795.89000000,1667680199999,155115.38680000,280,15084.34000000,107366.53050000,0
1667680200000,7.11000000,7.13000000,7.10000000,7.10000000,34925.31000000,1667681099999,248159.99560000,417,15846.21000000,112627.10840000,0
1667681100000,7.11000000,7.12000000,7.10000000,7.11000000,12312.68000000,1667681999999,87524.41690000,201,8676.17000000,61692.82420000,0
1667682000000,7.12000000,7.12000000,7.08000000,7.09000000,28216.62000000,1667682899999,200334.94660000,371,3751.10000000,26634.41120000,0
1667682900000,7.08000000,7.10000000,7.08000000,7.09000000,21650.36000000,1667683799999,153456.90870000,236,14376.84000000,101948.54010000,0
1667683800000,7.08000000,7.10000000,7.08000000,7.10000000,33151.85000000,1667684699999,235212.43300000,265,19349.46000000,137365.92330000,0
1667684700000,7.09000000,7.10000000,7.09000000,7.10000000,6586.13000000,1667685599999,46752.24070000,143,5657.90000000,40171.09000000,0
1667685600000,7.10000000,7.10000000,7.07000000,7.08000000,6179.56000000,1667686499999,43767.77000000,242,3514.20000000,24887.50290000,0
1667686500000,7.08000000,7.09000000,7.07000000,7.08000000,12622.53000000,1667687399999,89370.52990000,221,5971.13000000,42282.73890000,0
1667687400000,7.08000000,7.11000000,7.05000000,7.06000000,41657.73000000,1667688299999,294515.07960000,540,24999.07000000,176632.15530000,0
1667688300000,7.05000000,7.10000000,7.04000000,7.05000000,51514.13000000,1667689199999,364168.19400000,524,24876.75000000,176069.70460000,0
1667689200000,7.05000000,7.07000000,6.94000000,6.99000000,180216.10000000,1667690099999,1259177.11860000,3072,58233.13000000,406690.63610000,0
1667690100000,6.99000000,7.05000000,6.98000000,7.00000000,95299.61000000,1667690999999,668437.65650000,1126,44766.51000000,314076.95420000,0
1667691000000,6.99000000,7.05000000,6.99000000,7.04000000,46305.83000000,1667691899999,324713.01880000,403,24608.01000000,172594.11080000,0
1667691900000,7.04000000,7.05000000,7.00000000,7.03000000,42748.36000000,1667692799999,300184.74580000,354,16151.82000000,113489.79920000,0
1667692800000,7.03000000,7.04000000,6.98000000,6.99000000,52340.01000000,1667693699999,366955.00550000,552,27417.64000000,192288.93860000,0
1667693700000,6.98000000,7.02000000,6.95000000,7.00000000,99367.92000000,1667694599999,693619.55730000,889,62934.25000000,439420.29620000,0
1667694600000,7.00000000,7.07000000,6.99000000,7.04000000,118932.56000000,1667695499999,837052.89870000,961,46774.87000000,329137.69080000,0
1667695500000,7.04000000,7.05000000,7.00000000,7.03000000,81389.89000000,1667696399999,571402.11380000,595,28180.35000000,197854.35600000,0
1667696400000,7.02000000,7.07000000,7.01000000,7.06000000,38620.52000000,1667697299999,271850.01000000,374,24987.88000000,175926.47370000,0
1667697300000,7.06000000,7.07000000,6.99000000,7.00000000,198464.45000000,1667698199999,1391034.51490000,955,112805.76000000,789852.92230000,0
1667698200000,7.00000000,7.05000000,7.00000000,7.03000000,74643.15000000,1667699099999,524121.39350000,527,43993.11000000,308867.76130000,0
1667699100000,7.02000000,7.03000000,6.98000000,7.00000000,227952.84000000,1667699999999,1596717.23360000,1829,67491.08000000,472669.75540000,0
1667700000000,7.00000000,7.06000000,6.99000000,7.01000000,67271.43000000,1667700899999,473170.97190000,659,29682.65000000,208814.38360000,0
1667700900000,7.01000000,7.03000000,6.99000000,6.99000000,34228.21000000,1667701799999,239928.47860000,323,16128.51000000,113107.55560000,0
1667701800000,7.00000000,7.03000000,6.99000000,7.02000000,38255.12000000,1667702699999,268232.62690000,315,20061.92000000,140710.73380000,0
1667702700000,7.03000000,7.03000000,6.98000000,7.00000000,38472.63000000,1667703599999,269254.27610000,306,9938.38000000,69506.64340000,0
1667703600000,7.01000000,7.03000000,7.00000000,7.03000000,33009.66000000,1667704499999,231680.21180000,298,19566.82000000,137340.24440000,0
1667704500000,7.03000000,7.06000000,7.02000000,7.05000000,29175.95000000,1667705399999,205439.03890000,377,10345.37000000,72865.01990000,0
1667705400000,7.05000000,7.07000000,7.03000000,7.07000000,24831.45000000,1667706299999,174900.28680000,443,15308.93000000,107882.18860000,0
1667706300000,7.06000000,7.08000000,7.05000000,7.07000000,31695.53000000,1667707199999,223869.79790000,509,21678.89000000,153179.05030000,0
1667707200000,7.07000000,7.08000000,7.04000000,7.05000000,51239.83000000,1667708099999,361254.68220000,410,16971.21000000,119767.76500000,0
1667708100000,7.05000000,7.05000000,7.02000000,7.03000000,23215.48000000,1667708999999,163313.09880000,292,10760.41000000,75672.68030000,0
1667709000000,7.03000000,7.05000000,7.03000000,7.03000000,19845.82000000,1667709899999,139629.99050000,201,9517.55000000,66978.88060000,0
1667709900000,7.03000000,7.04000000,7.01000000,7.02000000,16618.49000000,1667710799999,116770.74120000,171,2835.19000000,19922.99340000,0
1667710800000,7.02000000,7.03000000,7.01000000,7.02000000,15934.92000000,1667711699999,111882.00560000,170,5876.82000000,41277.66670000,0
1667711700000,7.01000000,7.02000000,6.98000000,6.99000000,35149.52000000,1667712599999,245920.01350000,359,11919.64000000,83388.94870000,0
1667712600000,6.99000000,7.00000000,6.95000000,6.96000000,54572.34000000,1667713499999,380835.71680000,440,6332.44000000,44197.11990000,0
1667713500000,6.95000000,6.99000000,6.95000000,6.96000000,53286.11000000,1667714399999,371314.51310000,479,30062.59000000,209586.27360000,0
1667714400000,6.97000000,7.00000000,6.96000000,6.98000000,45676.94000000,1667715299999,319008.50820000,362,25110.90000000,175359.75590000,0
1667715300000,6.98000000,7.00000000,6.97000000,6.99000000,19532.04000000,1667716199999,136410.97060000,194,7687.70000000,53713.92910000,0
1667716200000,6.99000000,7.01000000,6.99000000,6.99000000,29884.60000000,1667717099999,209133.05200000,257,20269.97000000,141900.14290000,0
1667717100000,6.98000000,7.00000000,6.98000000,6.99000000,21321.77000000,1667717999999,149007.25020000,180,9650.97000000,67476.05820000,0
1667718000000,7.00000000,7.02000000,6.99000000,7.01000000,16255.19000000,1667718899999,113844.81130000,224,10101.08000000,70762.82190000,0
1667718900000,7.02000000,7.02000000,6.98000000,7.01000000,28075.31000000,1667719799999,196521.00680000,219,6007.00000000,42056.67330000,0
1667719800000,7.01000000,7.02000000,7.00000000,7.01000000,17546.58000000,1667720699999,123002.58810000,191,8224.32000000,57655.91480000,0
1667720700000,7.00000000,7.02000000,7.00000000,7.00000000,16688.09000000,1667721599999,116991.44040000,163,8225.74000000,57687.83810000,0
1667721600000,7.01000000,7.02000000,6.99000000,7.00000000,36087.13000000,1667722499999,252772.13690000,340,16349.62000000,114527.21040000,0
1667722500000,7.00000000,7.01000000,6.98000000,6.98000000,24621.69000000,1667723399999,172204.19060000,227,7166.22000000,50147.02710000,0
1667723400000,6.98000000,7.05000000,6.98000000,7.05000000,48421.03000000,1667724299999,339864.18880000,480,32761.14000000,229850.49100000,0
1667724300000,7.05000000,7.08000000,7.04000000,7.04000000,83633.22000000,1667725199999,590611.23720000,748,51593.95000000,364501.82490000,0
1667725200000,7.05000000,7.05000000,7.03000000,7.03000000,22685.19000000,1667726099999,159703.87910000,207,12952.24000000,91198.26110000,0
1667726100000,7.04000000,7.06000000,7.04000000,7.05000000,25321.81000000,1667726999999,178503.35420000,217,16253.09000000,114586.01910000,0
1667727000000,7.05000000,7.07000000,7.04000000,7.06000000,23458.37000000,1667727899999,165578.09140000,208,13115.58000000,92575.32140000,0
1667727900000,7.06000000,7.07000000,7.03000000,7.03000000,21980.90000000,1667728799999,154879.31830000,266,6788.91000000,47853.88740000,0
1667728800000,7.04000000,7.05000000,7.03000000,7.05000000,15238.17000000,1667729699999,107280.63140000,179,6917.22000000,48704.70420000,0
1667729700000,7.05000000,7.06000000,7.04000000,7.05000000,25914.85000000,1667730599999,182645.00500000,252,12468.85000000,87892.15150000,0
1667730600000,7.06000000,7.08000000,7.04000000,7.08000000,39665.69000000,1667731499999,280034.13780000,311,22211.03000000,156843.49710000,0
1667731500000,7.08000000,7.14000000,7.06000000,7.10000000,106138.31000000,1667732399999,753798.18680000,1356,58534.57000000,415744.95130000,0
1667732400000,7.11000000,7.13000000,7.08000000,7.09000000,46710.39000000,1667733299999,331824.35780000,494,12005.00000000,85297.31650000,0
1667733300000,7.09000000,7.09000000,7.03000000,7.07000000,69766.75000000,1667734199999,492641.59880000,641,41700.63000000,294529.34440000,0
1667734200000,7.07000000,7.10000000,7.04000000,7.10000000,53872.35000000,1667735099999,380822.53660000,443,33206.20000000,234702.57560000,0
1667735100000,7.09000000,7.12000000,7.09000000,7.11000000,33062.48000000,1667735999999,234790.22290000,333,17216.22000000,122300.57020000,0
1667736000000,7.11000000,7.12000000,7.09000000,7.12000000,21796.91000000,1667736899999,154785.05680000,214,8886.24000000,63131.35640000,0
1667736900000,7.11000000,7.12000000,7.09000000,7.11000000,31093.08000000,1667737799999,220991.66560000,277,14540.38000000,103367.73980000,0
1667737800000,7.10000000,7.11000000,7.08000000,7.09000000,36965.82000000,1667738699999,262152.90600000,232,10858.52000000,77016.64470000,0
1667738700000,7.09000000,7.09000000,7.06000000,7.08000000,23609.74000000,1667739599999,166980.68640000,259,9220.23000000,65222.76810000,0
1667739600000,7.08000000,7.10000000,7.04000000,7.06000000,100041.12000000,1667740499999,707531.16300000,700,56322.18000000,398628.95900000,0
1667740500000,7.06000000,7.08000000,7.05000000,7.07000000,31998.92000000,1667741399999,226164.47020000,226,17307.41000000,122341.18140000,0
1667741400000,7.07000000,7.08000000,7.06000000,7.07000000,21439.79000000,1667742299999,151562.34060000,179,10701.73000000,75665.30180000,0
1667742300000,7.07000000,7.07000000,7.03000000,7.05000000,52635.13000000,1667743199999,370653.88310000,441,13312.83000000,93757.56100000,0
1667743200000,7.05000000,7.05000000,7.02000000,7.03000000,78635.88000000,1667744099999,553058.79610000,529,34024.50000000,239283.94050000,0
1667744100000,7.03000000,7.06000000,7.03000000,7.05000000,48522.14000000,1667744999999,341793.59860000,346,26047.67000000,183536.56290000,0
1667745000000,7.04000000,7.07000000,7.03000000,7.07000000,42041.88000000,1667745899999,296171.52460000,286,26031.75000000,183492.03020000,0
1667745900000,7.06000000,7.10000000,7.05000000,7.08000000,49303.32000000,1667746799999,348822.56580000,518,18040.79000000,127648.63350000,0
1667746800000,7.08000000,7.12000000,7.07000000,7.12000000,47145.56000000,1667747699999,334426.42520000,446,28854.46000000,204638.03080000,0
1667747700000,7.12000000,7.12000000,7.09000000,7.11000000,27976.30000000,1667748599999,198684.32900000,269,13971.11000000,99234.30490000,0
1667748600000,7.11000000,7.13000000,7.10000000,7.12000000,29307.64000000,1667749499999,208630.99280000,303,19662.99000000,140033.56630000,0
1667749500000,7.13000000,7.15000000,7.09000000,7.10000000,93821.21000000,1667750399999,668915.70440000,829,37504.33000000,267472.55590000,0
1667750400000,7.10000000,7.11000000,7.00000000,7.06000000,202870.99000000,1667751299999,1428377.91080000,2157,90825.52000000,639741.69590000,0
1667751300000,7.07000000,7.11000000,7.05000000,7.11000000,98236.21000000,1667752199999,695290.95040000,740,58111.53000000,411250.39150000,0
1667752200000,7.11000000,7.15000000,7.10000000,7.10000000,81267.16000000,1667753099999,578967.81940000,901,41560.87000000,296130.82950000,0
1667753100000,7.10000000,7.12000000,7.08000000,7.11000000,80787.20000000,1667753999999,573847.63270000,642,41623.04000000,295778.57310000,0
1667754000000,7.11000000,7.11000000,7.06000000,7.10000000,72199.99000000,1667754899999,511298.43260000,593,33498.78000000,237258.19110000,0
1667754900000,7.09000000,7.10000000,7.06000000,7.06000000,48356.16000000,1667755799999,341923.08390000,335,18035.40000000,127489.00580000,0
1667755800000,7.06000000,7.08000000,7.05000000,7.05000000,39798.18000000,1667756699999,281321.07170000,321,12757.02000000,90199.94150000,0
1667756700000,7.05000000,7.09000000,7.03000000,7.08000000,60029.48000000,1667757599999,424006.98290000,468,32177.26000000,227333.63680000,0
